SOIL_LANDSCAPE_ID,ERI_TILL_1981_VAL,ERI_TILL_1981_CLASS,ERI_TILL_1981_CLASS_EN,ERI_TILL_1981_CLASS_FR,ERI_TILL_1986_VAL,ERI_TILL_1986_CLASS,ERI_TILL_1986_CLASS_EN,ERI_TILL_1986_CLASS_FR,ERI_TILL_1991_VAL,ERI_TILL_1991_CLASS,ERI_TILL_1991_CLASS_EN,ERI_TILL_1991_CLASS_FR,ERI_TILL_1996_VAL,ERI_TILL_1996_CLASS,ERI_TILL_1996_CLASS_EN,ERI_TILL_1996_CLASS_FR,ERI_TILL_2001_VAL,ERI_TILL_2001_CLASS,ERI_TILL_2001_CLASS_EN,ERI_TILL_2001_CLASS_FR,ERI_TILL_2006_VAL,ERI_TILL_2006_CLASS,ERI_TILL_2006_CLASS_EN,ERI_TILL_2006_CLASS_FR,ERI_TILL_2011_VAL,ERI_TILL_2011_CLASS,ERI_TILL_2011_CLASS_EN,ERI_TILL_2011_CLASS_FR,ERI_TILL_2016_VAL,ERI_TILL_2016_CLASS,ERI_TILL_2016_CLASS_EN,ERI_TILL_2016_CLASS_FR,ERI_TILL_2021_VAL,ERI_TILL_2021_CLASS,ERI_TILL_2021_CLASS_EN,ERI_TILL_2021_CLASS_FR,ERI_TILL_81_21_CHG_VAL,ERI_TILL_81_21_CHG_CLASS,ERI_TILL_81_21_CHG_CLASS_EN,ERI_TILL_81_21_CHG_CLASS_FR
808012,9.139,2,Low,Faible,7.847,2,Low,Faible,6.559,2,Low,Faible,6.382,2,Low,Faible,4.643,1,Very Low,Très faible,3.205,1,Very Low,Très faible,2.348,1,Very Low,Très faible,2.102,1,Very Low,Très faible,2.241,1,Very Low,Très faible,-6.898,-2,Large Decrease,Grande diminuation
808013,4.134,1,Very Low,Très faible,3.534,1,Very Low,Très faible,2.969,1,Very Low,Très faible,2.876,1,Very Low,Très faible,2.099,1,Very Low,Très faible,1.401,1,Very Low,Très faible,1.047,1,Very Low,Très faible,0.949,1,Very Low,Très faible,1,1,Very Low,Très faible,-3.134,-1,Decrease,Diminuation
808014,2.401,1,Very Low,Très faible,2.077,1,Very Low,Très faible,1.744,1,Very Low,Très faible,1.678,1,Very Low,Très faible,1.241,1,Very Low,Très faible,0.865,1,Very Low,Très faible,0.62,1,Very Low,Très faible,0.559,1,Very Low,Très faible,0.595,1,Very Low,Très faible,-1.806,-1,Decrease,Diminuation
808015,5.114,1,Very Low,Très faible,4.426,1,Very Low,Très faible,3.693,1,Very Low,Très faible,3.545,1,Very Low,Très faible,2.593,1,Very Low,Très faible,1.802,1,Very Low,Très faible,1.325,1,Very Low,Très faible,1.181,1,Very Low,Très faible,1.254,1,Very Low,Très faible,-3.86,-1,Decrease,Diminuation
808016,30.278,4,High,Élevé,25.867,4,High,Élevé,21.84,3,Moderate,Moyen,20.658,3,Moderate,Moyen,15.057,3,Moderate,Moyen,10.325,2,Low,Faible,7.655,2,Low,Faible,6.838,2,Low,Faible,7.249,2,Low,Faible,-23.029,-2,Large Decrease,Grande diminuation
808017,3.09,1,Very Low,Très faible,2.642,1,Very Low,Très faible,2.24,1,Very Low,Très faible,2.085,1,Very Low,Très faible,1.52,1,Very Low,Très faible,1.043,1,Very Low,Très faible,0.772,1,Very Low,Très faible,0.702,1,Very Low,Très faible,0.743,1,Very Low,Très faible,-2.347,-1,Decrease,Diminuation
809001,18.806,3,Moderate,Moyen,16.247,3,Moderate,Moyen,14.124,3,Moderate,Moyen,13.957,3,Moderate,Moyen,11.424,3,Moderate,Moyen,6.439,2,Low,Faible,5.145,1,Very Low,Très faible,3.588,1,Very Low,Très faible,3.887,1,Very Low,Très faible,-14.919,-2,Large Decrease,Grande diminuation
809002,30.298,4,High,Élevé,27.239,4,High,Élevé,23.178,4,High,Élevé,23.654,4,High,Élevé,18.557,3,Moderate,Moyen,10.468,2,Low,Faible,8.045,2,Low,Faible,5.786,1,Very Low,Très faible,6.244,2,Low,Faible,-24.054,-2,Large Decrease,Grande diminuation
809003,18.551,3,Moderate,Moyen,16.858,3,Moderate,Moyen,14.365,3,Moderate,Moyen,14.774,3,Moderate,Moyen,10.547,2,Low,Faible,6.172,2,Low,Faible,4.685,1,Very Low,Très faible,3.192,1,Very Low,Très faible,3.64,1,Very Low,Très faible,-14.911,-2,Large Decrease,Grande diminuation
809004,30.415,4,High,Élevé,27.037,4,High,Élevé,22.909,4,High,Élevé,23.752,4,High,Élevé,18.431,3,Moderate,Moyen,10.505,2,Low,Faible,7.925,2,Low,Faible,5.375,1,Very Low,Très faible,5.911,1,Very Low,Très faible,-24.504,-2,Large Decrease,Grande diminuation
809005,17.069,3,Moderate,Moyen,14.934,3,Moderate,Moyen,13.082,3,Moderate,Moyen,12.837,3,Moderate,Moyen,10.938,2,Low,Faible,6.168,2,Low,Faible,4.692,1,Very Low,Très faible,3.085,1,Very Low,Très faible,3.535,1,Very Low,Très faible,-13.534,-2,Large Decrease,Grande diminuation
809006,30.731,4,High,Élevé,27.447,4,High,Élevé,23.33,4,High,Élevé,24.414,4,High,Élevé,19.533,3,Moderate,Moyen,10.868,2,Low,Faible,8.171,2,Low,Faible,5.954,1,Very Low,Très faible,6.344,2,Low,Faible,-24.387,-2,Large Decrease,Grande diminuation
809007,18.634,3,Moderate,Moyen,16.689,3,Moderate,Moyen,14.576,3,Moderate,Moyen,15.077,3,Moderate,Moyen,12.052,3,Moderate,Moyen,7.17,2,Low,Faible,5.769,1,Very Low,Très faible,4.426,1,Very Low,Très faible,4.479,1,Very Low,Très faible,-14.155,-2,Large Decrease,Grande diminuation
809008,9.215,2,Low,Faible,8.283,2,Low,Faible,7.011,2,Low,Faible,7.286,2,Low,Faible,5.85,1,Very Low,Très faible,3.126,1,Very Low,Très faible,2.313,1,Very Low,Très faible,1.526,1,Very Low,Très faible,1.719,1,Very Low,Très faible,-7.496,-2,Large Decrease,Grande diminuation
809009,30.737,4,High,Élevé,27.376,4,High,Élevé,23.629,4,High,Élevé,24.018,4,High,Élevé,19.335,3,Moderate,Moyen,10.98,2,Low,Faible,8.579,2,Low,Faible,6.267,2,Low,Faible,6.632,2,Low,Faible,-24.105,-2,Large Decrease,Grande diminuation
809010,10.217,2,Low,Faible,9.726,2,Low,Faible,8.453,2,Low,Faible,8.445,2,Low,Faible,6.513,2,Low,Faible,3.868,1,Very Low,Très faible,2.773,1,Very Low,Très faible,2.506,1,Very Low,Très faible,2.51,1,Very Low,Très faible,-7.707,-2,Large Decrease,Grande diminuation
809011,9.857,2,Low,Faible,9.105,2,Low,Faible,8.168,2,Low,Faible,8.503,2,Low,Faible,6.692,2,Low,Faible,3.814,1,Very Low,Très faible,2.742,1,Very Low,Très faible,2.298,1,Very Low,Très faible,2.338,1,Very Low,Très faible,-7.519,-2,Large Decrease,Grande diminuation
809012,21.979,3,Moderate,Moyen,19.748,3,Moderate,Moyen,17.374,3,Moderate,Moyen,18.183,3,Moderate,Moyen,14.18,3,Moderate,Moyen,8.628,2,Low,Faible,6.858,2,Low,Faible,5.118,1,Very Low,Très faible,5.253,1,Very Low,Très faible,-16.726,-2,Large Decrease,Grande diminuation
809013,24.99,4,High,Élevé,22.279,4,High,Élevé,19.398,3,Moderate,Moyen,20.181,3,Moderate,Moyen,16.301,3,Moderate,Moyen,9.657,2,Low,Faible,7.588,2,Low,Faible,5.688,1,Very Low,Très faible,5.845,1,Very Low,Très faible,-19.145,-2,Large Decrease,Grande diminuation
809014,30.347,4,High,Élevé,26.995,4,High,Élevé,23.481,4,High,Élevé,24.286,4,High,Élevé,19.196,3,Moderate,Moyen,10.348,2,Low,Faible,7.509,2,Low,Faible,5.276,1,Very Low,Très faible,5.886,1,Very Low,Très faible,-24.461,-2,Large Decrease,Grande diminuation
809015,7.464,2,Low,Faible,6.671,2,Low,Faible,5.849,1,Very Low,Très faible,6.154,2,Low,Faible,4.876,1,Very Low,Très faible,2.953,1,Very Low,Très faible,2.31,1,Very Low,Très faible,1.716,1,Very Low,Très faible,1.76,1,Very Low,Très faible,-5.704,-1,Decrease,Diminuation
809016,18.921,3,Moderate,Moyen,16.388,3,Moderate,Moyen,14.542,3,Moderate,Moyen,15.126,3,Moderate,Moyen,11.74,3,Moderate,Moyen,7.255,2,Low,Faible,5.7,1,Very Low,Très faible,4.315,1,Very Low,Très faible,4.428,1,Very Low,Très faible,-14.493,-2,Large Decrease,Grande diminuation
809017,8.165,2,Low,Faible,7.609,2,Low,Faible,6.911,2,Low,Faible,6.501,2,Low,Faible,5.512,1,Very Low,Très faible,3.112,1,Very Low,Très faible,2.316,1,Very Low,Très faible,1.526,1,Very Low,Très faible,1.719,1,Very Low,Très faible,-6.446,-2,Large Decrease,Grande diminuation
809018,5.449,1,Very Low,Très faible,4.78,1,Very Low,Très faible,4.202,1,Very Low,Très faible,4.405,1,Very Low,Très faible,3.392,1,Very Low,Très faible,2.108,1,Very Low,Très faible,1.673,1,Very Low,Très faible,1.268,1,Very Low,Très faible,1.291,1,Very Low,Très faible,-4.158,-1,Decrease,Diminuation
809019,14.41,3,Moderate,Moyen,12.506,3,Moderate,Moyen,11.196,3,Moderate,Moyen,11.54,3,Moderate,Moyen,9.23,2,Low,Faible,5.586,1,Very Low,Très faible,4.362,1,Very Low,Très faible,3.256,1,Very Low,Très faible,3.342,1,Very Low,Très faible,-11.068,-2,Large Decrease,Grande diminuation
809020,18.854,3,Moderate,Moyen,16.238,3,Moderate,Moyen,14.441,3,Moderate,Moyen,14.856,3,Moderate,Moyen,11.887,3,Moderate,Moyen,7.258,2,Low,Faible,5.739,1,Very Low,Très faible,4.279,1,Very Low,Très faible,4.41,1,Very Low,Très faible,-14.444,-2,Large Decrease,Grande diminuation
809021,2.466,1,Very Low,Très faible,2.129,1,Very Low,Très faible,1.902,1,Very Low,Très faible,1.977,1,Very Low,Très faible,1.519,1,Very Low,Très faible,0.959,1,Very Low,Très faible,0.758,1,Very Low,Très faible,0.575,1,Very Low,Très faible,0.586,1,Very Low,Très faible,-1.88,-1,Decrease,Diminuation
810001,12.839,3,Moderate,Moyen,11.658,3,Moderate,Moyen,10.973,2,Low,Faible,9.514,2,Low,Faible,7.693,2,Low,Faible,4.771,1,Very Low,Très faible,3.368,1,Very Low,Très faible,2.914,1,Very Low,Très faible,2.673,1,Very Low,Très faible,-10.166,-2,Large Decrease,Grande diminuation
810002,24.674,4,High,Élevé,22.136,4,High,Élevé,21.215,3,Moderate,Moyen,18.729,3,Moderate,Moyen,14.968,3,Moderate,Moyen,9.334,2,Low,Faible,6.591,2,Low,Faible,5.673,1,Very Low,Très faible,5.203,1,Very Low,Très faible,-19.471,-2,Large Decrease,Grande diminuation
810003,31.032,4,High,Élevé,28.543,4,High,Élevé,26.18,4,High,Élevé,23.139,4,High,Élevé,18.07,3,Moderate,Moyen,11.275,3,Moderate,Moyen,7.925,2,Low,Faible,6.745,2,Low,Faible,6.216,2,Low,Faible,-24.816,-2,Large Decrease,Grande diminuation
811001,8.593,2,Low,Faible,7.765,2,Low,Faible,6.529,2,Low,Faible,6.439,2,Low,Faible,5.535,1,Very Low,Très faible,2.847,1,Very Low,Très faible,1.402,1,Very Low,Très faible,1.595,1,Very Low,Très faible,1.727,1,Very Low,Très faible,-6.866,-2,Large Decrease,Grande diminuation
811002,2.457,1,Very Low,Très faible,2.163,1,Very Low,Très faible,1.813,1,Very Low,Très faible,1.928,1,Very Low,Très faible,1.612,1,Very Low,Très faible,0.814,1,Very Low,Très faible,0.388,1,Very Low,Très faible,0.44,1,Very Low,Très faible,0.468,1,Very Low,Très faible,-1.989,-1,Decrease,Diminuation
811003,9.159,2,Low,Faible,8.106,2,Low,Faible,6.741,2,Low,Faible,7.123,2,Low,Faible,5.945,1,Very Low,Très faible,2.995,1,Very Low,Très faible,1.538,1,Very Low,Très faible,1.66,1,Very Low,Très faible,1.768,1,Very Low,Très faible,-7.391,-2,Large Decrease,Grande diminuation
812001,2.247,1,Very Low,Très faible,2.107,1,Very Low,Très faible,2.092,1,Very Low,Très faible,1.989,1,Very Low,Très faible,1.625,1,Very Low,Très faible,1.425,1,Very Low,Très faible,1.188,1,Very Low,Très faible,0.985,1,Very Low,Très faible,0.96,1,Very Low,Très faible,-1.287,-1,Decrease,Diminuation
812002,21.083,3,Moderate,Moyen,21.097,3,Moderate,Moyen,20.167,3,Moderate,Moyen,21.432,3,Moderate,Moyen,15.75,3,Moderate,Moyen,15.647,3,Moderate,Moyen,13.716,3,Moderate,Moyen,12.471,3,Moderate,Moyen,11.88,3,Moderate,Moyen,-9.203,-2,Large Decrease,Grande diminuation
812003,2.37,1,Very Low,Très faible,2.211,1,Very Low,Très faible,2.161,1,Very Low,Très faible,2.263,1,Very Low,Très faible,1.785,1,Very Low,Très faible,1.432,1,Very Low,Très faible,1.28,1,Very Low,Très faible,1.033,1,Very Low,Très faible,0.997,1,Very Low,Très faible,-1.373,-1,Decrease,Diminuation
812004,1.887,1,Very Low,Très faible,1.695,1,Very Low,Très faible,1.759,1,Very Low,Très faible,1.829,1,Very Low,Très faible,1.429,1,Very Low,Très faible,1.189,1,Very Low,Très faible,1.184,1,Very Low,Très faible,1.004,1,Very Low,Très faible,0.963,1,Very Low,Très faible,-0.924,0,Little or no change,Peu ou pas de changement
812005,12.87,3,Moderate,Moyen,12.008,3,Moderate,Moyen,11.798,3,Moderate,Moyen,11.797,3,Moderate,Moyen,9.309,2,Low,Faible,7.602,2,Low,Faible,7.255,2,Low,Faible,6.102,2,Low,Faible,5.891,1,Very Low,Très faible,-6.979,-2,Large Decrease,Grande diminuation
812006,1.766,1,Very Low,Très faible,1.68,1,Very Low,Très faible,1.656,1,Very Low,Très faible,1.726,1,Very Low,Très faible,1.375,1,Very Low,Très faible,1.112,1,Very Low,Très faible,1.067,1,Very Low,Très faible,0.996,1,Very Low,Très faible,0.968,1,Very Low,Très faible,-0.798,0,Little or no change,Peu ou pas de changement
812007,18.925,3,Moderate,Moyen,18.121,3,Moderate,Moyen,17.586,3,Moderate,Moyen,16.385,3,Moderate,Moyen,13.154,3,Moderate,Moyen,10.522,2,Low,Faible,9.004,2,Low,Faible,8.453,2,Low,Faible,8.621,2,Low,Faible,-10.304,-2,Large Decrease,Grande diminuation
812008,15.858,3,Moderate,Moyen,15.603,3,Moderate,Moyen,15.021,3,Moderate,Moyen,15.07,3,Moderate,Moyen,11.088,3,Moderate,Moyen,9.742,2,Low,Faible,8.419,2,Low,Faible,7.244,2,Low,Faible,7.136,2,Low,Faible,-8.722,-2,Large Decrease,Grande diminuation
812009,18.138,3,Moderate,Moyen,17.355,3,Moderate,Moyen,18.527,3,Moderate,Moyen,15.416,3,Moderate,Moyen,11.893,3,Moderate,Moyen,9.829,2,Low,Faible,8.818,2,Low,Faible,7.589,2,Low,Faible,7.36,2,Low,Faible,-10.778,-2,Large Decrease,Grande diminuation
812010,1.717,1,Very Low,Très faible,1.669,1,Very Low,Très faible,1.629,1,Very Low,Très faible,1.66,1,Very Low,Très faible,1.186,1,Very Low,Très faible,1.098,1,Very Low,Très faible,1.028,1,Very Low,Très faible,0.986,1,Very Low,Très faible,0.951,1,Very Low,Très faible,-0.766,0,Little or no change,Peu ou pas de changement
812011,1.713,1,Very Low,Très faible,1.714,1,Very Low,Très faible,1.705,1,Very Low,Très faible,1.509,1,Very Low,Très faible,1.232,1,Very Low,Très faible,0.992,1,Very Low,Très faible,0.938,1,Very Low,Très faible,0.843,1,Very Low,Très faible,0.822,1,Very Low,Très faible,-0.891,0,Little or no change,Peu ou pas de changement
812012,1.75,1,Very Low,Très faible,1.623,1,Very Low,Très faible,1.637,1,Very Low,Très faible,1.564,1,Very Low,Très faible,1.186,1,Very Low,Très faible,1.083,1,Very Low,Très faible,0.995,1,Very Low,Très faible,0.94,1,Very Low,Très faible,0.923,1,Very Low,Très faible,-0.827,0,Little or no change,Peu ou pas de changement
813001,25.064,4,High,Élevé,22.951,4,High,Élevé,21.106,3,Moderate,Moyen,17.303,3,Moderate,Moyen,10.604,2,Low,Faible,7.521,2,Low,Faible,5.348,1,Very Low,Très faible,5.56,1,Very Low,Très faible,5.271,1,Very Low,Très faible,-19.793,-2,Large Decrease,Grande diminuation
813002,10.223,2,Low,Faible,10.045,2,Low,Faible,8.632,2,Low,Faible,6.852,2,Low,Faible,4.27,1,Very Low,Très faible,2.943,1,Very Low,Très faible,2.198,1,Very Low,Très faible,2.176,1,Very Low,Très faible,2.051,1,Very Low,Très faible,-8.172,-2,Large Decrease,Grande diminuation
813003,31.58,4,High,Élevé,29.083,4,High,Élevé,26.431,4,High,Élevé,22.026,4,High,Élevé,13.437,3,Moderate,Moyen,9.5,2,Low,Faible,6.759,2,Low,Faible,7.006,2,Low,Faible,6.664,2,Low,Faible,-24.916,-2,Large Decrease,Grande diminuation
813004,2.542,1,Very Low,Très faible,2.302,1,Very Low,Très faible,2.114,1,Very Low,Très faible,1.694,1,Very Low,Très faible,1.041,1,Very Low,Très faible,0.744,1,Very Low,Très faible,0.558,1,Very Low,Très faible,0.568,1,Very Low,Très faible,0.532,1,Very Low,Très faible,-2.01,-1,Decrease,Diminuation
813005,3.103,1,Very Low,Très faible,2.973,1,Very Low,Très faible,2.694,1,Very Low,Très faible,2.113,1,Very Low,Très faible,1.278,1,Very Low,Très faible,0.791,1,Very Low,Très faible,0.596,1,Very Low,Très faible,0.624,1,Very Low,Très faible,0.566,1,Very Low,Très faible,-2.537,-1,Decrease,Diminuation
813006,15.952,3,Moderate,Moyen,14.317,3,Moderate,Moyen,13.001,3,Moderate,Moyen,10.417,2,Low,Faible,6.406,2,Low,Faible,4.651,1,Very Low,Très faible,3.519,1,Very Low,Très faible,3.588,1,Very Low,Très faible,3.374,1,Very Low,Très faible,-12.578,-2,Large Decrease,Grande diminuation
813007,31.436,4,High,Élevé,28.771,4,High,Élevé,26.024,4,High,Élevé,21.322,3,Moderate,Moyen,12.763,3,Moderate,Moyen,9.182,2,Low,Faible,6.894,2,Low,Faible,6.91,2,Low,Faible,6.512,2,Low,Faible,-24.924,-2,Large Decrease,Grande diminuation
813008,31.483,4,High,Élevé,28.097,4,High,Élevé,26.289,4,High,Élevé,21.434,3,Moderate,Moyen,13.2,3,Moderate,Moyen,9.238,2,Low,Faible,6.881,2,Low,Faible,7.111,2,Low,Faible,6.71,2,Low,Faible,-24.773,-2,Large Decrease,Grande diminuation
813009,2.165,1,Very Low,Très faible,1.964,1,Very Low,Très faible,1.778,1,Very Low,Très faible,1.426,1,Very Low,Très faible,0.87,1,Very Low,Très faible,0.624,1,Very Low,Très faible,0.475,1,Very Low,Très faible,0.467,1,Very Low,Très faible,0.441,1,Very Low,Très faible,-1.724,-1,Decrease,Diminuation
814001,28.945,4,High,Élevé,25.24,4,High,Élevé,23.521,4,High,Élevé,25.751,4,High,Élevé,23.475,4,High,Élevé,13.659,3,Moderate,Moyen,11.954,3,Moderate,Moyen,6.763,2,Low,Faible,7.209,2,Low,Faible,-21.736,-2,Large Decrease,Grande diminuation
814002,16.704,3,Moderate,Moyen,14.704,3,Moderate,Moyen,13.572,3,Moderate,Moyen,13.794,3,Moderate,Moyen,13.165,3,Moderate,Moyen,7.822,2,Low,Faible,7.303,2,Low,Faible,3.935,1,Very Low,Très faible,4.274,1,Very Low,Très faible,-12.43,-2,Large Decrease,Grande diminuation
814003,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,0.711,1,Very Low,Très faible,0.513,1,Very Low,Très faible,,,Not Assessed,Elément non évalué
814004,16.748,3,Moderate,Moyen,15.155,3,Moderate,Moyen,13.719,3,Moderate,Moyen,14.222,3,Moderate,Moyen,13.584,3,Moderate,Moyen,7.823,2,Low,Faible,6.964,2,Low,Faible,3.544,1,Very Low,Très faible,3.906,1,Very Low,Très faible,-12.842,-2,Large Decrease,Grande diminuation
814005,45.413,5,Very High,Très élevé,40.177,5,Very High,Très élevé,36.714,5,Very High,Très élevé,40.466,5,Very High,Très élevé,37.224,5,Very High,Très élevé,21.423,3,Moderate,Moyen,15.688,3,Moderate,Moyen,10.64,2,Low,Faible,9.836,2,Low,Faible,-35.577,-2,Large Decrease,Grande diminuation
814006,17.787,3,Moderate,Moyen,15.829,3,Moderate,Moyen,14.2,3,Moderate,Moyen,15.999,3,Moderate,Moyen,14.865,3,Moderate,Moyen,8.427,2,Low,Faible,7.107,2,Low,Faible,4.34,1,Very Low,Très faible,4.554,1,Very Low,Très faible,-13.233,-2,Large Decrease,Grande diminuation
815001,9.2,2,Low,Faible,8.419,2,Low,Faible,7.637,2,Low,Faible,7.67,2,Low,Faible,6.601,2,Low,Faible,4.17,1,Very Low,Très faible,2.662,1,Very Low,Très faible,2.286,1,Very Low,Très faible,2.42,1,Very Low,Très faible,-6.78,-2,Large Decrease,Grande diminuation
815002,9.17,2,Low,Faible,8.267,2,Low,Faible,7.553,2,Low,Faible,7.746,2,Low,Faible,6.666,2,Low,Faible,4.554,1,Very Low,Très faible,2.943,1,Very Low,Très faible,2.44,1,Very Low,Très faible,2.526,1,Very Low,Très faible,-6.644,-2,Large Decrease,Grande diminuation
815003,28.313,4,High,Élevé,29.019,4,High,Élevé,24.101,4,High,Élevé,22.886,4,High,Élevé,19.582,3,Moderate,Moyen,13.082,3,Moderate,Moyen,8.98,2,Low,Faible,6.991,2,Low,Faible,7.767,2,Low,Faible,-20.546,-2,Large Decrease,Grande diminuation
815005,8.945,2,Low,Faible,8.178,2,Low,Faible,7.435,2,Low,Faible,7.192,2,Low,Faible,5.955,1,Very Low,Très faible,4.17,1,Very Low,Très faible,2.591,1,Very Low,Très faible,2.263,1,Very Low,Très faible,2.355,1,Very Low,Très faible,-6.59,-2,Large Decrease,Grande diminuation
815006,19.498,3,Moderate,Moyen,17.602,3,Moderate,Moyen,15.844,3,Moderate,Moyen,16.221,3,Moderate,Moyen,13.906,3,Moderate,Moyen,9.137,2,Low,Faible,5.859,1,Very Low,Très faible,4.918,1,Very Low,Très faible,5.154,1,Very Low,Très faible,-14.344,-2,Large Decrease,Grande diminuation
815007,18.557,3,Moderate,Moyen,16.873,3,Moderate,Moyen,15.114,3,Moderate,Moyen,12.994,3,Moderate,Moyen,11.518,3,Moderate,Moyen,8.211,2,Low,Faible,4.99,1,Very Low,Très faible,4.213,1,Very Low,Très faible,4.585,1,Very Low,Très faible,-13.972,-2,Large Decrease,Grande diminuation
815008,2.239,1,Very Low,Très faible,2.036,1,Very Low,Très faible,1.788,1,Very Low,Très faible,1.762,1,Very Low,Très faible,1.494,1,Very Low,Très faible,1.035,1,Very Low,Très faible,0.678,1,Very Low,Très faible,0.517,1,Very Low,Très faible,0.549,1,Very Low,Très faible,-1.69,-1,Decrease,Diminuation
816001,5.749,1,Very Low,Très faible,5.329,1,Very Low,Très faible,4.934,1,Very Low,Très faible,4.078,1,Very Low,Très faible,2.991,1,Very Low,Très faible,1.819,1,Very Low,Très faible,1.276,1,Very Low,Très faible,1.235,1,Very Low,Très faible,1.177,1,Very Low,Très faible,-4.572,-1,Decrease,Diminuation
816002,31.976,4,High,Élevé,29.344,4,High,Élevé,28.351,4,High,Élevé,23.28,4,High,Élevé,16.926,3,Moderate,Moyen,10.467,2,Low,Faible,7.434,2,Low,Faible,7.094,2,Low,Faible,6.754,2,Low,Faible,-25.222,-2,Large Decrease,Grande diminuation
816003,3.127,1,Very Low,Très faible,2.9,1,Very Low,Très faible,2.739,1,Very Low,Très faible,2.225,1,Very Low,Très faible,1.608,1,Very Low,Très faible,0.954,1,Very Low,Très faible,0.652,1,Very Low,Très faible,0.635,1,Very Low,Très faible,0.609,1,Very Low,Très faible,-2.518,-1,Decrease,Diminuation
816004,5.795,1,Very Low,Très faible,5.368,1,Very Low,Très faible,5.129,1,Very Low,Très faible,4.111,1,Very Low,Très faible,2.969,1,Very Low,Très faible,1.893,1,Very Low,Très faible,1.31,1,Very Low,Très faible,1.234,1,Very Low,Très faible,1.173,1,Very Low,Très faible,-4.622,-1,Decrease,Diminuation
816005,19.852,3,Moderate,Moyen,18.305,3,Moderate,Moyen,17.069,3,Moderate,Moyen,14.093,3,Moderate,Moyen,10.377,2,Low,Faible,6.45,2,Low,Faible,4.286,1,Very Low,Très faible,4.153,1,Very Low,Très faible,3.992,1,Very Low,Très faible,-15.86,-2,Large Decrease,Grande diminuation
816006,27.539,4,High,Élevé,25.842,4,High,Élevé,24.335,4,High,Élevé,19.404,3,Moderate,Moyen,13.94,3,Moderate,Moyen,8.223,2,Low,Faible,5.668,1,Very Low,Très faible,5.502,1,Very Low,Très faible,5.26,1,Very Low,Très faible,-22.279,-2,Large Decrease,Grande diminuation
816007,21.438,3,Moderate,Moyen,19.947,3,Moderate,Moyen,18.52,3,Moderate,Moyen,15.008,3,Moderate,Moyen,11.321,3,Moderate,Moyen,6.568,2,Low,Faible,4.349,1,Very Low,Très faible,4.45,1,Very Low,Très faible,4.243,1,Very Low,Très faible,-17.195,-2,Large Decrease,Grande diminuation
816008,8.744,2,Low,Faible,7.97,2,Low,Faible,7.572,2,Low,Faible,6.165,2,Low,Faible,4.352,1,Very Low,Très faible,2.979,1,Very Low,Très faible,2.258,1,Very Low,Très faible,2.063,1,Very Low,Très faible,1.988,1,Very Low,Très faible,-6.756,-2,Large Decrease,Grande diminuation
816009,1.083,1,Very Low,Très faible,0.997,1,Very Low,Très faible,0.932,1,Very Low,Très faible,0.753,1,Very Low,Très faible,0.544,1,Very Low,Très faible,0.335,1,Very Low,Très faible,0.241,1,Very Low,Très faible,0.23,1,Very Low,Très faible,0.219,1,Very Low,Très faible,-0.864,0,Little or no change,Peu ou pas de changement
816010,1.954,1,Very Low,Très faible,1.817,1,Very Low,Très faible,1.723,1,Very Low,Très faible,1.393,1,Very Low,Très faible,1.003,1,Very Low,Très faible,0.603,1,Very Low,Très faible,0.437,1,Very Low,Très faible,0.42,1,Very Low,Très faible,0.4,1,Very Low,Très faible,-1.554,-1,Decrease,Diminuation
816011,3.21,1,Very Low,Très faible,3.044,1,Very Low,Très faible,3.008,1,Very Low,Très faible,2.354,1,Very Low,Très faible,1.628,1,Very Low,Très faible,0.936,1,Very Low,Très faible,0.679,1,Very Low,Très faible,0.647,1,Very Low,Très faible,0.626,1,Very Low,Très faible,-2.584,-1,Decrease,Diminuation
816012,31.916,4,High,Élevé,29.853,4,High,Élevé,27.465,4,High,Élevé,22.687,4,High,Élevé,16.672,3,Moderate,Moyen,9.799,2,Low,Faible,6.465,2,Low,Faible,6.388,2,Low,Faible,6.206,2,Low,Faible,-25.71,-2,Large Decrease,Grande diminuation
816013,1.076,1,Very Low,Très faible,1.002,1,Very Low,Très faible,0.954,1,Very Low,Très faible,0.757,1,Very Low,Très faible,0.54,1,Very Low,Très faible,0.331,1,Very Low,Très faible,0.244,1,Very Low,Très faible,0.22,1,Very Low,Très faible,0.209,1,Very Low,Très faible,-0.867,0,Little or no change,Peu ou pas de changement
816014,29.122,4,High,Élevé,26.952,4,High,Élevé,25.749,4,High,Élevé,20.518,3,Moderate,Moyen,14.92,3,Moderate,Moyen,9.13,2,Low,Faible,6.319,2,Low,Faible,6.329,2,Low,Faible,5.945,1,Very Low,Très faible,-23.177,-2,Large Decrease,Grande diminuation
816015,15.227,3,Moderate,Moyen,14.449,3,Moderate,Moyen,13.721,3,Moderate,Moyen,10.547,2,Low,Faible,7.131,2,Low,Faible,4.322,1,Very Low,Très faible,2.692,1,Very Low,Très faible,3.198,1,Very Low,Très faible,3.077,1,Very Low,Très faible,-12.15,-2,Large Decrease,Grande diminuation
