SOIL_LANDSCAPE_ID,ERI_TILL_1981_VAL,ERI_TILL_1981_CLASS,ERI_TILL_1981_CLASS_EN,ERI_TILL_1981_CLASS_FR,ERI_TILL_1986_VAL,ERI_TILL_1986_CLASS,ERI_TILL_1986_CLASS_EN,ERI_TILL_1986_CLASS_FR,ERI_TILL_1991_VAL,ERI_TILL_1991_CLASS,ERI_TILL_1991_CLASS_EN,ERI_TILL_1991_CLASS_FR,ERI_TILL_1996_VAL,ERI_TILL_1996_CLASS,ERI_TILL_1996_CLASS_EN,ERI_TILL_1996_CLASS_FR,ERI_TILL_2001_VAL,ERI_TILL_2001_CLASS,ERI_TILL_2001_CLASS_EN,ERI_TILL_2001_CLASS_FR,ERI_TILL_2006_VAL,ERI_TILL_2006_CLASS,ERI_TILL_2006_CLASS_EN,ERI_TILL_2006_CLASS_FR,ERI_TILL_2011_VAL,ERI_TILL_2011_CLASS,ERI_TILL_2011_CLASS_EN,ERI_TILL_2011_CLASS_FR,ERI_TILL_2016_VAL,ERI_TILL_2016_CLASS,ERI_TILL_2016_CLASS_EN,ERI_TILL_2016_CLASS_FR,ERI_TILL_2021_VAL,ERI_TILL_2021_CLASS,ERI_TILL_2021_CLASS_EN,ERI_TILL_2021_CLASS_FR,ERI_TILL_81_21_CHG_VAL,ERI_TILL_81_21_CHG_CLASS,ERI_TILL_81_21_CHG_CLASS_EN,ERI_TILL_81_21_CHG_CLASS_FR
489014,5.439,1,Very Low,Très faible,5.35,1,Very Low,Très faible,5.402,1,Very Low,Très faible,5.314,1,Very Low,Très faible,5.942,1,Very Low,Très faible,5.869,1,Very Low,Très faible,5.865,1,Very Low,Très faible,4.885,1,Very Low,Très faible,5.444,1,Very Low,Très faible,0.00499999999999989,0,Little or no change,Peu ou pas de changement
489018,1.328,1,Very Low,Très faible,1.248,1,Very Low,Très faible,1.312,1,Very Low,Très faible,1.315,1,Very Low,Très faible,1.42,1,Very Low,Très faible,1.645,1,Very Low,Très faible,1.266,1,Very Low,Très faible,1.161,1,Very Low,Très faible,1.327,1,Very Low,Très faible,-0.00100000000000011,0,Little or no change,Peu ou pas de changement
489019,47.685,5,Very High,Très élevé,45.173,5,Very High,Très élevé,44.285,5,Very High,Très élevé,48.285,5,Very High,Très élevé,55.604,5,Very High,Très élevé,47.709,5,Very High,Très élevé,60.774,5,Very High,Très élevé,47.043,5,Very High,Très élevé,46.91,5,Very High,Très élevé,-0.775000000000006,0,Little or no change,Peu ou pas de changement
489025,42.265,5,Very High,Très élevé,39.327,5,Very High,Très élevé,39.326,5,Very High,Très élevé,38.334,5,Very High,Très élevé,45.358,5,Very High,Très élevé,39.278,5,Very High,Très élevé,33.363,5,Very High,Très élevé,32.852,4,High,Élevé,34.469,5,Very High,Très élevé,-7.796,-2,Large Decrease,Grande diminuation
490004,3.466,1,Very Low,Très faible,3.285,1,Very Low,Très faible,3.773,1,Very Low,Très faible,3.73,1,Very Low,Très faible,3.635,1,Very Low,Très faible,3.871,1,Very Low,Très faible,2.886,1,Very Low,Très faible,2.935,1,Very Low,Très faible,4.415,1,Very Low,Très faible,0.949,0,Little or no change,Peu ou pas de changement
490006,3.334,1,Very Low,Très faible,3.169,1,Very Low,Très faible,3.423,1,Very Low,Très faible,3.175,1,Very Low,Très faible,3.638,1,Very Low,Très faible,3.884,1,Very Low,Très faible,2.792,1,Very Low,Très faible,2.848,1,Very Low,Très faible,4.455,1,Very Low,Très faible,1.121,1,Increase,Augmentation
490007,3.752,1,Very Low,Très faible,4.075,1,Very Low,Très faible,3.897,1,Very Low,Très faible,4.271,1,Very Low,Très faible,4.188,1,Very Low,Très faible,4.858,1,Very Low,Très faible,3.491,1,Very Low,Très faible,3.563,1,Very Low,Très faible,,0,Not Assessed,Elément non évalué,,,Not Assessed,Elément non évalué
490008,17.129,3,Moderate,Moyen,16.729,3,Moderate,Moyen,13.414,3,Moderate,Moyen,13.971,3,Moderate,Moyen,13.759,3,Moderate,Moyen,14.572,3,Moderate,Moyen,10.476,2,Low,Faible,10.687,2,Low,Faible,12.708,3,Moderate,Moyen,-4.421,-1,Decrease,Diminuation
493001,2.948,1,Very Low,Très faible,2.727,1,Very Low,Très faible,2.6,1,Very Low,Très faible,2.712,1,Very Low,Très faible,2.579,1,Very Low,Très faible,2.551,1,Very Low,Très faible,2.026,1,Very Low,Très faible,2.844,1,Very Low,Très faible,3.361,1,Very Low,Très faible,0.413,0,Little or no change,Peu ou pas de changement
493002,5.508,1,Very Low,Très faible,5.101,1,Very Low,Très faible,5.363,1,Very Low,Très faible,4.723,1,Very Low,Très faible,4.712,1,Very Low,Très faible,4.854,1,Very Low,Très faible,4.38,1,Very Low,Très faible,4.524,1,Very Low,Très faible,4.94,1,Very Low,Très faible,-0.568,0,Little or no change,Peu ou pas de changement
493003,75.467,5,Very High,Très élevé,71.584,5,Very High,Très élevé,73.199,5,Very High,Très élevé,64.301,5,Very High,Très élevé,66.076,5,Very High,Très élevé,62.219,5,Very High,Très élevé,61.203,5,Very High,Très élevé,59.914,5,Very High,Très élevé,61.697,5,Very High,Très élevé,-13.77,-2,Large Decrease,Grande diminuation
493004,2.06,1,Very Low,Très faible,2.019,1,Very Low,Très faible,1.971,1,Very Low,Très faible,2.077,1,Very Low,Très faible,2.168,1,Very Low,Très faible,2.086,1,Very Low,Très faible,2.333,1,Very Low,Très faible,2.401,1,Very Low,Très faible,2.587,1,Very Low,Très faible,0.527,0,Little or no change,Peu ou pas de changement
493005,7.348,2,Low,Faible,6.833,2,Low,Faible,6.774,2,Low,Faible,5.811,1,Very Low,Très faible,6.58,2,Low,Faible,6.689,2,Low,Faible,5.915,1,Very Low,Très faible,5.987,1,Very Low,Très faible,6.461,2,Low,Faible,-0.887,0,Little or no change,Peu ou pas de changement
493006,9.817,2,Low,Faible,9.088,2,Low,Faible,8.849,2,Low,Faible,8.619,2,Low,Faible,6.454,2,Low,Faible,7.309,2,Low,Faible,7.863,2,Low,Faible,6.409,2,Low,Faible,6.713,2,Low,Faible,-3.104,-1,Decrease,Diminuation
493007,43.389,5,Very High,Très élevé,44.892,5,Very High,Très élevé,41.524,5,Very High,Très élevé,41.689,5,Very High,Très élevé,41.739,5,Very High,Très élevé,48.584,5,Very High,Très élevé,40.801,5,Very High,Très élevé,44.936,5,Very High,Très élevé,53.452,5,Very High,Très élevé,10.063,2,Large Increase,Grande augmentation
493008,5.098,1,Very Low,Très faible,4.718,1,Very Low,Très faible,6.456,2,Low,Faible,5.15,1,Very Low,Très faible,5.402,1,Very Low,Très faible,4.92,1,Very Low,Très faible,3.922,1,Very Low,Très faible,5.467,1,Very Low,Très faible,5.812,1,Very Low,Très faible,0.714,0,Little or no change,Peu ou pas de changement
493009,5.13,1,Very Low,Très faible,4.956,1,Very Low,Très faible,4.324,1,Very Low,Très faible,5.197,1,Very Low,Très faible,4.257,1,Very Low,Très faible,4.819,1,Very Low,Très faible,7.119,2,Low,Faible,7.798,2,Low,Faible,7.637,2,Low,Faible,2.507,1,Increase,Augmentation
493010,5.28,1,Very Low,Très faible,4.889,1,Very Low,Très faible,4.916,1,Very Low,Très faible,4.966,1,Very Low,Très faible,5.033,1,Very Low,Très faible,5.007,1,Very Low,Très faible,4.563,1,Very Low,Très faible,4.826,1,Very Low,Très faible,4.885,1,Very Low,Très faible,-0.395,0,Little or no change,Peu ou pas de changement
493013,2.596,1,Very Low,Très faible,2.243,1,Very Low,Très faible,2.499,1,Very Low,Très faible,2.334,1,Very Low,Très faible,2.222,1,Very Low,Très faible,2.277,1,Very Low,Très faible,1.814,1,Very Low,Très faible,2.538,1,Very Low,Très faible,2.364,1,Very Low,Très faible,-0.232,0,Little or no change,Peu ou pas de changement
493014,1.026,1,Very Low,Très faible,0.908,1,Very Low,Très faible,2.477,1,Very Low,Très faible,1.801,1,Very Low,Très faible,1.791,1,Very Low,Très faible,1.807,1,Very Low,Très faible,0.758,1,Very Low,Très faible,1.926,1,Very Low,Très faible,0.692,1,Very Low,Très faible,-0.334,0,Little or no change,Peu ou pas de changement
493015,2.46,1,Very Low,Très faible,2.24,1,Very Low,Très faible,4.679,1,Very Low,Très faible,4.378,1,Very Low,Très faible,4.494,1,Very Low,Très faible,4.402,1,Very Low,Très faible,4.168,1,Very Low,Très faible,4.25,1,Very Low,Très faible,,0,Not Assessed,Elément non évalué,,,Not Assessed,Elément non évalué
494001,6.124,2,Low,Faible,5.683,1,Very Low,Très faible,5.746,1,Very Low,Très faible,5.954,1,Very Low,Très faible,5.836,1,Very Low,Très faible,5.803,1,Very Low,Très faible,5.616,1,Very Low,Très faible,5.166,1,Very Low,Très faible,5.513,1,Very Low,Très faible,-0.611,0,Little or no change,Peu ou pas de changement
494002,4.912,1,Very Low,Très faible,3.337,1,Very Low,Très faible,3.596,1,Very Low,Très faible,3.331,1,Very Low,Très faible,3.71,1,Very Low,Très faible,3.516,1,Very Low,Très faible,4.867,1,Very Low,Très faible,3.195,1,Very Low,Très faible,3.354,1,Very Low,Très faible,-1.558,-1,Decrease,Diminuation
494003,2.363,1,Very Low,Très faible,2.315,1,Very Low,Très faible,2.349,1,Very Low,Très faible,2.382,1,Very Low,Très faible,2.372,1,Very Low,Très faible,2.307,1,Very Low,Très faible,2.104,1,Very Low,Très faible,1.926,1,Very Low,Très faible,2.232,1,Very Low,Très faible,-0.131,0,Little or no change,Peu ou pas de changement
494004,5.821,1,Very Low,Très faible,5.481,1,Very Low,Très faible,5.227,1,Very Low,Très faible,5.834,1,Very Low,Très faible,5.542,1,Very Low,Très faible,5.398,1,Very Low,Très faible,5.227,1,Very Low,Très faible,5.113,1,Very Low,Très faible,5.478,1,Very Low,Très faible,-0.343,0,Little or no change,Peu ou pas de changement
494005,4.195,1,Very Low,Très faible,3.626,1,Very Low,Très faible,4.019,1,Very Low,Très faible,3.632,1,Very Low,Très faible,3.873,1,Very Low,Très faible,3.598,1,Very Low,Très faible,3.954,1,Very Low,Très faible,4.073,1,Very Low,Très faible,4.295,1,Very Low,Très faible,0.0999999999999996,0,Little or no change,Peu ou pas de changement
494007,3.019,1,Very Low,Très faible,2.888,1,Very Low,Très faible,4.116,1,Very Low,Très faible,4.26,1,Very Low,Très faible,4.121,1,Very Low,Très faible,2.937,1,Very Low,Très faible,4.045,1,Very Low,Très faible,3.824,1,Very Low,Très faible,1.525,1,Very Low,Très faible,-1.494,-1,Decrease,Diminuation
494008,2.752,1,Very Low,Très faible,4.095,1,Very Low,Très faible,4.144,1,Very Low,Très faible,4.289,1,Very Low,Très faible,4.151,1,Very Low,Très faible,4.077,1,Very Low,Très faible,4.067,1,Very Low,Très faible,3.841,1,Very Low,Très faible,1.653,1,Very Low,Très faible,-1.099,-1,Decrease,Diminuation
495001,29.372,4,High,Élevé,25.897,4,High,Élevé,24.673,4,High,Élevé,27.667,4,High,Élevé,26.045,4,High,Élevé,21.103,3,Moderate,Moyen,17.863,3,Moderate,Moyen,12.825,3,Moderate,Moyen,16.463,3,Moderate,Moyen,-12.909,-2,Large Decrease,Grande diminuation
495002,34.843,5,Very High,Très élevé,27.622,4,High,Élevé,27.514,4,High,Élevé,25.324,4,High,Élevé,26.141,4,High,Élevé,19.874,3,Moderate,Moyen,16.259,3,Moderate,Moyen,18.326,3,Moderate,Moyen,16.891,3,Moderate,Moyen,-17.952,-2,Large Decrease,Grande diminuation
495003,3,1,Very Low,Très faible,2.773,1,Very Low,Très faible,2.795,1,Very Low,Très faible,2.903,1,Very Low,Très faible,2.305,1,Very Low,Très faible,2.103,1,Very Low,Très faible,1.738,1,Very Low,Très faible,1.723,1,Very Low,Très faible,2.006,1,Very Low,Très faible,-0.994,0,Little or no change,Peu ou pas de changement
495004,3.932,1,Very Low,Très faible,3.557,1,Very Low,Très faible,3.944,1,Very Low,Très faible,4.038,1,Very Low,Très faible,3.961,1,Very Low,Très faible,3.2,1,Very Low,Très faible,3.318,1,Very Low,Très faible,3.599,1,Very Low,Très faible,4.187,1,Very Low,Très faible,0.255,0,Little or no change,Peu ou pas de changement
495006,2.368,1,Very Low,Très faible,2.636,1,Very Low,Très faible,2.126,1,Very Low,Très faible,2.791,1,Very Low,Très faible,2.397,1,Very Low,Très faible,2.053,1,Very Low,Très faible,1.497,1,Very Low,Très faible,1.524,1,Very Low,Très faible,1.574,1,Very Low,Très faible,-0.794,0,Little or no change,Peu ou pas de changement
495008,15.908,3,Moderate,Moyen,16.713,3,Moderate,Moyen,14.682,3,Moderate,Moyen,12.133,3,Moderate,Moyen,13.33,3,Moderate,Moyen,10.6,2,Low,Faible,7.045,2,Low,Faible,8.521,2,Low,Faible,9.034,2,Low,Faible,-6.874,-2,Large Decrease,Grande diminuation
496001,24.201,4,High,Élevé,22.38,4,High,Élevé,22.546,4,High,Élevé,24.089,4,High,Élevé,22.975,4,High,Élevé,21.877,3,Moderate,Moyen,19.569,3,Moderate,Moyen,19.49,3,Moderate,Moyen,24.298,4,High,Élevé,0.0969999999999978,0,Little or no change,Peu ou pas de changement
496002,2.476,1,Very Low,Très faible,2.335,1,Very Low,Très faible,2.219,1,Very Low,Très faible,2.481,1,Very Low,Très faible,2.331,1,Very Low,Très faible,2.16,1,Very Low,Très faible,2.028,1,Very Low,Très faible,1.935,1,Very Low,Très faible,2.468,1,Very Low,Très faible,-0.00800000000000001,0,Little or no change,Peu ou pas de changement
496003,3.727,1,Very Low,Très faible,3.672,1,Very Low,Très faible,3.366,1,Very Low,Très faible,3.435,1,Very Low,Très faible,3.506,1,Very Low,Très faible,3.206,1,Very Low,Très faible,2.958,1,Very Low,Très faible,2.887,1,Very Low,Très faible,3.796,1,Very Low,Très faible,0.069,0,Little or no change,Peu ou pas de changement
496004,28.42,4,High,Élevé,27.239,4,High,Élevé,26.765,4,High,Élevé,27.167,4,High,Élevé,27.639,4,High,Élevé,23.865,4,High,Élevé,19.179,3,Moderate,Moyen,24.823,4,High,Élevé,30.32,4,High,Élevé,1.9,1,Increase,Augmentation
496005,0.852,1,Very Low,Très faible,0.842,1,Very Low,Très faible,0.826,1,Very Low,Très faible,0.856,1,Very Low,Très faible,0.866,1,Very Low,Très faible,0.834,1,Very Low,Très faible,0.612,1,Very Low,Très faible,0.683,1,Very Low,Très faible,0.9,1,Very Low,Très faible,0.048,0,Little or no change,Peu ou pas de changement
496006,2.095,1,Very Low,Très faible,1.94,1,Very Low,Très faible,1.928,1,Very Low,Très faible,2.041,1,Very Low,Très faible,1.891,1,Very Low,Très faible,1.821,1,Very Low,Très faible,1.541,1,Very Low,Très faible,1.751,1,Very Low,Très faible,2.339,1,Very Low,Très faible,0.244,0,Little or no change,Peu ou pas de changement
496007,6.912,2,Low,Faible,5.92,1,Very Low,Très faible,6.071,2,Low,Faible,6.081,2,Low,Faible,6.042,2,Low,Faible,5.653,1,Very Low,Très faible,5.161,1,Very Low,Très faible,4.884,1,Very Low,Très faible,6.488,2,Low,Faible,-0.423999999999999,0,Little or no change,Peu ou pas de changement
496008,32.325,4,High,Élevé,32.044,4,High,Élevé,30.027,4,High,Élevé,28.886,4,High,Élevé,29.708,4,High,Élevé,27.161,4,High,Élevé,22.834,4,High,Élevé,27.053,4,High,Élevé,37.232,5,Very High,Très élevé,4.907,1,Increase,Augmentation
496009,4.066,1,Very Low,Très faible,3.398,1,Very Low,Très faible,3.351,1,Very Low,Très faible,3.347,1,Very Low,Très faible,3.202,1,Very Low,Très faible,3.025,1,Very Low,Très faible,2.751,1,Very Low,Très faible,2.512,1,Very Low,Très faible,3.265,1,Very Low,Très faible,-0.801,0,Little or no change,Peu ou pas de changement
496010,1.049,1,Very Low,Très faible,0.871,1,Very Low,Très faible,0.859,1,Very Low,Très faible,0.912,1,Very Low,Très faible,0.868,1,Very Low,Très faible,0.782,1,Very Low,Très faible,0.727,1,Very Low,Très faible,0.615,1,Very Low,Très faible,0.788,1,Very Low,Très faible,-0.261,0,Little or no change,Peu ou pas de changement
496011,26.713,4,High,Élevé,24.896,4,High,Élevé,22.264,4,High,Élevé,22.754,4,High,Élevé,24.703,4,High,Élevé,24.477,4,High,Élevé,23.629,4,High,Élevé,20.412,3,Moderate,Moyen,25.243,4,High,Élevé,-1.47,-1,Decrease,Diminuation
496012,2.918,1,Very Low,Très faible,2.289,1,Very Low,Très faible,2.551,1,Very Low,Très faible,2.378,1,Very Low,Très faible,2.276,1,Very Low,Très faible,2.216,1,Very Low,Très faible,2.044,1,Very Low,Très faible,1.924,1,Very Low,Très faible,2.532,1,Very Low,Très faible,-0.386,0,Little or no change,Peu ou pas de changement
496013,1.081,1,Very Low,Très faible,0.925,1,Very Low,Très faible,0.796,1,Very Low,Très faible,0.888,1,Very Low,Très faible,0.757,1,Very Low,Très faible,0.761,1,Very Low,Très faible,0.558,1,Very Low,Très faible,0.557,1,Very Low,Très faible,0.789,1,Very Low,Très faible,-0.292,0,Little or no change,Peu ou pas de changement
496014,3.955,1,Very Low,Très faible,5.267,1,Very Low,Très faible,6.23,2,Low,Faible,4.59,1,Very Low,Très faible,2.988,1,Very Low,Très faible,2.98,1,Very Low,Très faible,2.299,1,Very Low,Très faible,2.8,1,Very Low,Très faible,3.915,1,Very Low,Très faible,-0.04,0,Little or no change,Peu ou pas de changement
496015,30.996,4,High,Élevé,22.699,4,High,Élevé,26.224,4,High,Élevé,20.613,3,Moderate,Moyen,24.636,4,High,Élevé,23.293,4,High,Élevé,20.629,3,Moderate,Moyen,21.029,3,Moderate,Moyen,22.801,4,High,Élevé,-8.195,-2,Large Decrease,Grande diminuation
496016,3.823,1,Very Low,Très faible,4.124,1,Very Low,Très faible,3.33,1,Very Low,Très faible,3.017,1,Very Low,Très faible,4.014,1,Very Low,Très faible,2.957,1,Very Low,Très faible,3.173,1,Very Low,Très faible,3.053,1,Very Low,Très faible,3.987,1,Very Low,Très faible,0.164,0,Little or no change,Peu ou pas de changement
496018,29.925,4,High,Élevé,27.65,4,High,Élevé,25.115,4,High,Élevé,24.192,4,High,Élevé,24.846,4,High,Élevé,20.118,3,Moderate,Moyen,16.643,3,Moderate,Moyen,29.006,4,High,Élevé,23.174,4,High,Élevé,-6.751,-2,Large Decrease,Grande diminuation
497002,2.037,1,Very Low,Très faible,1.89,1,Very Low,Très faible,1.749,1,Very Low,Très faible,1.491,1,Very Low,Très faible,1.642,1,Very Low,Très faible,1.57,1,Very Low,Très faible,0.962,1,Very Low,Très faible,1.029,1,Very Low,Très faible,0.678,1,Very Low,Très faible,-1.359,-1,Decrease,Diminuation
497003,2.143,1,Very Low,Très faible,1.955,1,Very Low,Très faible,1.932,1,Very Low,Très faible,1.686,1,Very Low,Très faible,1.747,1,Very Low,Très faible,1.548,1,Very Low,Très faible,1.004,1,Very Low,Très faible,0.898,1,Very Low,Très faible,,0,Not Assessed,Elément non évalué,,,Not Assessed,Elément non évalué
497004,2.719,1,Very Low,Très faible,2.756,1,Very Low,Très faible,2.526,1,Very Low,Très faible,2.312,1,Very Low,Très faible,2.187,1,Very Low,Très faible,2.119,1,Very Low,Très faible,1.266,1,Very Low,Très faible,1.024,1,Very Low,Très faible,,0,Not Assessed,Elément non évalué,,,Not Assessed,Elément non évalué
497009,17.915,3,Moderate,Moyen,16.307,3,Moderate,Moyen,17.02,3,Moderate,Moyen,14.672,3,Moderate,Moyen,13.39,3,Moderate,Moyen,14.06,3,Moderate,Moyen,8.73,2,Low,Faible,6.339,2,Low,Faible,,0,Not Assessed,Elément non évalué,,,Not Assessed,Elément non évalué
497010,36.663,5,Very High,Très élevé,32.358,4,High,Élevé,41.462,5,Very High,Très élevé,30.823,4,High,Élevé,47.748,5,Very High,Très élevé,20.03,3,Moderate,Moyen,10.926,2,Low,Faible,,0,Not Assessed,Elément non évalué,7.4,2,Low,Faible,-29.263,-2,Large Decrease,Grande diminuation
497015,2.846,1,Very Low,Très faible,2.298,1,Very Low,Très faible,2.611,1,Very Low,Très faible,2.093,1,Very Low,Très faible,,0,Not Assessed,Elément non évalué,1.758,1,Very Low,Très faible,1.005,1,Very Low,Très faible,0.898,1,Very Low,Très faible,0.698,1,Very Low,Très faible,-2.148,-1,Decrease,Diminuation
498001,7.913,2,Low,Faible,7.289,2,Low,Faible,6.827,2,Low,Faible,7.706,2,Low,Faible,7.438,2,Low,Faible,5.814,1,Very Low,Très faible,6.016,2,Low,Faible,5.994,1,Very Low,Très faible,5.986,1,Very Low,Très faible,-1.927,-1,Decrease,Diminuation
498002,3.98,1,Very Low,Très faible,3.597,1,Very Low,Très faible,3.712,1,Very Low,Très faible,3.492,1,Very Low,Très faible,3.851,1,Very Low,Très faible,3.848,1,Very Low,Très faible,3.512,1,Very Low,Très faible,3.17,1,Very Low,Très faible,4.392,1,Very Low,Très faible,0.412,0,Little or no change,Peu ou pas de changement
498004,4.641,1,Very Low,Très faible,3.178,1,Very Low,Très faible,4.117,1,Very Low,Très faible,3.602,1,Very Low,Très faible,3.606,1,Very Low,Très faible,3.227,1,Very Low,Très faible,3.081,1,Very Low,Très faible,2.163,1,Very Low,Très faible,2.98,1,Very Low,Très faible,-1.661,-1,Decrease,Diminuation
498005,24.428,4,High,Élevé,22.64,4,High,Élevé,28.041,4,High,Élevé,24.88,4,High,Élevé,23.725,4,High,Élevé,21.642,3,Moderate,Moyen,21.815,3,Moderate,Moyen,23.51,4,High,Élevé,26.327,4,High,Élevé,1.899,1,Increase,Augmentation
499001,28.601,4,High,Élevé,24.295,4,High,Élevé,28.466,4,High,Élevé,29.378,4,High,Élevé,24.175,4,High,Élevé,20.986,3,Moderate,Moyen,21.311,3,Moderate,Moyen,25.081,4,High,Élevé,24.798,4,High,Élevé,-3.803,-1,Decrease,Diminuation
499003,8.624,2,Low,Faible,8.071,2,Low,Faible,7.944,2,Low,Faible,8.878,2,Low,Faible,8.314,2,Low,Faible,7.548,2,Low,Faible,5.527,1,Very Low,Très faible,4.266,1,Very Low,Très faible,5.486,1,Very Low,Très faible,-3.138,-1,Decrease,Diminuation
499004,3.679,1,Very Low,Très faible,3.261,1,Very Low,Très faible,3.651,1,Very Low,Très faible,2.725,1,Very Low,Très faible,3.137,1,Very Low,Très faible,3.647,1,Very Low,Très faible,3.094,1,Very Low,Très faible,2.88,1,Very Low,Très faible,2.726,1,Very Low,Très faible,-0.953,0,Little or no change,Peu ou pas de changement
499005,29.878,4,High,Élevé,24.322,4,High,Élevé,26.07,4,High,Élevé,24.288,4,High,Élevé,24.753,4,High,Élevé,20.989,3,Moderate,Moyen,19.284,3,Moderate,Moyen,19.59,3,Moderate,Moyen,,0,Not Assessed,Elément non évalué,,,Not Assessed,Elément non évalué
499015,2.049,1,Very Low,Très faible,1.838,1,Very Low,Très faible,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,6.936,2,Low,Faible,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,,Not Assessed,Elément non évalué
